COUNTRY,TIME,VALUE ,MEASURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,11/1/09,2377,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,12/1/09,2378,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,1/1/10,2391,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,2/1/10,2449,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,3/1/10,2275,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,4/1/10,2290,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,5/1/10,2296,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,6/1/10,2319,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,7/1/10,2301,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,8/1/10,2333,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,9/1/10,2370,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,10/1/10,2373,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,11/1/10,2403,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,12/1/10,2775,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,1/1/11,2652,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,2/1/11,2630,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,3/1/11,2525,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,4/1/11,2624,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,5/1/11,2721,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,6/1/11,2712,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,7/1/11,2719,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,8/1/11,2689,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,9/1/11,2700,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,10/1/11,2700,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,11/1/11,2700,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,12/1/11,2700,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,1/1/12,2647,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,2/1/12,2541,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,3/1/12,2691,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,4/1/12,2942,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,5/1/12,2915,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,6/1/12,2951,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,7/1/12,3051,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,8/1/12,3165,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,9/1/12,3235,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,10/1/12,3137,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,11/1/12,3190,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,12/1/12,3100,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,1/1/13,3050,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,2/1/13,3050,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,3/1/13,3050,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,4/1/13,3150,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,5/1/13,3070,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,6/1/13,2994,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,7/1/13,2972,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,8/1/13,3207,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,9/1/13,2833,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,10/1/13,2964,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,11/1/13,2773,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,12/1/13,3002,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,1/1/14,2848,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,2/1/14,3410,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,3/1/14,3089,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,4/1/14,3064,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,5/1/14,3177,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,6/1/14,3111,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,7/1/14,3012,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,8/1/14,3023,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,9/1/14,3198,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,10/1/14,3054,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,11/1/14,3009,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,12/1/14,3356,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,1/1/15,3042,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,2/1/15,2783,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,3/1/15,3339,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,4/1/15,3176,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,5/1/15,3288,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,6/1/15,3591,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,7/1/15,3718,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,8/1/15,3760,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,9/1/15,3755,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,10/1/15,3659,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,11/1/15,3747,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,12/1/15,4130,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,1/1/16,4775,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,2/1/16,4458,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,3/1/16,4553,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,4/1/16,4522,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,5/1/16,4499,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,6/1/16,4549,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,7/1/16,4606,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,8/1/16,4622,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,9/1/16,4774,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,10/1/16,4776,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,11/1/16,4800,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,12/1/16,4830,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,1/1/17,4630,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,2/1/17,4566,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,3/1/17,4568,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,4/1/17,4531,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,5/1/17,4564,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,6/1/17,4550,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,7/1/17,4400,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,8/1/17,4380,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,9/1/17,4360,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,10/1/17,4360,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,11/1/17,4320,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,12/1/17,4380,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,1/1/18,4430,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,2/1/18,4470,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,3/1/18,4480,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,4/1/18,4440,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,5/1/18,4490,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,6/1/18,4574,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,7/1/18,4604,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,8/1/18,4675,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,9/1/18,4700,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,10/1/18,4730,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,11/1/18,4770,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,12/1/18,4800,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,1/1/09,2323,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,2/1/09,2234,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,3/1/09,2240,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,4/1/09,2250,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,5/1/09,2240,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,6/1/09,2270,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,7/1/09,2270,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,8/1/09,2230,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,9/1/09,2255,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,10/1/09,2265,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,11/1/09,2285,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Kuwait,12/1/09,2275,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,1/1/10,2300,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,2/1/10,2310,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,3/1/10,2325,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,4/1/10,2300,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,5/1/10,2320,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,6/1/10,2320,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,7/1/10,2300,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,8/1/10,2310,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,9/1/10,2320,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,10/1/10,2320,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,11/1/10,2300,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,12/1/10,2320,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,1/1/11,2380,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,2/1/11,2420,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,3/1/11,2460,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,4/1/11,2500,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,5/1/11,2550,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,6/1/11,2600,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,7/1/11,2500,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,8/1/11,2550,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,9/1/11,2550,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,10/1/11,2550,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,11/1/11,2550,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,12/1/11,2600,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,1/1/12,2600,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,2/1/12,2600,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,3/1/12,2590,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,4/1/12,2590,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,5/1/12,2590,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,6/1/12,2580,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,7/1/12,2575,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,8/1/12,2575,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,9/1/12,2560,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,10/1/12,2560,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,11/1/12,2600,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,12/1/12,2600,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,1/1/13,2600,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,2/1/13,2600,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,3/1/13,2600,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,4/1/13,2600,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,5/1/13,2600,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,6/1/13,2600,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,7/1/13,2600,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,8/1/13,2600,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,9/1/13,2600,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,10/1/13,2600,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,11/1/13,2600,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,12/1/13,2600,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,1/1/14,2550,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,2/1/14,2550,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,3/1/14,2500,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,4/1/14,2500,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,5/1/14,2600,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,6/1/14,2550,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,7/1/14,2600,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,8/1/14,2650,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,9/1/14,2650,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,10/1/14,2650,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,11/1/14,2650,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,12/1/14,2650,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,1/1/15,2700,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,2/1/15,2700,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,3/1/15,2700,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,4/1/15,2720,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,5/1/15,2730,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,6/1/15,2730,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,7/1/15,2760,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,8/1/15,2800,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,9/1/15,2800,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,10/1/15,2750,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,11/1/15,2800,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,12/1/15,2850,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,1/1/16,2900,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,2/1/16,2860,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,3/1/16,2880,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,4/1/16,2650,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,5/1/16,2860,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,6/1/16,2860,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,7/1/16,2860,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,8/1/16,2987,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,9/1/16,2970,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,10/1/16,3000,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,11/1/16,2900,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,12/1/16,2844,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,1/1/17,2710,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,2/1/17,2705,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,3/1/17,2700,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,4/1/17,2710,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,5/1/17,2715,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,6/1/17,2705,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,7/1/17,2700,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,8/1/17,2700,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,9/1/17,2700,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,10/1/17,2700,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,11/1/17,2705,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,12/1/17,2701,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,1/1/18,2705,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,2/1/18,2700,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,3/1/18,2700,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,4/1/18,2705,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,5/1/18,2700,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,6/1/18,2707,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,7/1/18,2800,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,8/1/18,2800,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,9/1/18,2752,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,10/1/18,2733,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,11/1/18,2730,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,12/1/18,2802,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oman,1/1/09,785,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oman,2/1/09,783,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oman,3/1/09,804,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oman,4/1/09,789,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oman,5/1/09,808,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oman,6/1/09,812,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oman,7/1/09,827,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oman,8/1/09,844,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oman,9/1/09,840,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oman,10/1/09,824,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oman,11/1/09,837,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oman,12/1/09,849,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oman,1/1/10,854,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oman,2/1/10,860,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oman,3/1/10,866,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oman,4/1/10,858,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oman,5/1/10,882,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
